repo	source_url	classification	linked_papers	paper_dois	paper_titles	skill_names	description	reusable_files
LieberInstitute/spatialDLPFC	https://github.com/LieberInstitute/spatialDLPFC	paper_analysis_code_candidate	S0395	10.1038/s41592-024-02463-8	Interpretable spatially aware dimension reduction of spatial transcriptomics with STAMP.	stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs;stereo-seq-cellbin-segmentation	spatialDLPFC project involving Visium (n = 30), Visium SPG (n = 4) and snRNA-seq (n = 19) samples	code/MFA/08_custom_heatmaps.R | code/MFA/08_custom_heatmaps.sh | code/VistoSeg/IF/clickPlot.m | code/VistoSeg/code/clickPlot.m | code/VistoSeg/code/refineSegmentation.m | code/VistoSeg/code/refineSegmentation.sh | code/analysis/01_build_spe/02_add_clusters.R | code/analysis/01_build_spe/03_add_deconvolution.R | code/analysis/01_build_spe/sfigu_harmony.R | code/analysis/01a_marker_genes/01_marker_genes.R | code/analysis/01a_marker_genes/01_marker_genes.sh | code/analysis/02_graph_based_clustering/01_graph_based_clustering.R | code/analysis/02_graph_based_clustering/01_graph_based_clustering.sh | code/analysis/03_BayesSpace/01_BayesSpace.R | code/analysis/03_BayesSpace/01_BayesSpace.sh | code/analysis/03_BayesSpace/01a_BayesSpace_k_16_28.sh | code/analysis/03_BayesSpace/02_cluster_check.R | code/analysis/03_BayesSpace/03_BayesSpace_big_plots.R | code/analysis/03_BayesSpace/03_BayesSpace_big_plots.sh | code/analysis/03_BayesSpace/04_BayesSpace_grid_plots.R
zhanglabtools/BrainAlign	https://github.com/zhanglabtools/BrainAlign	paper_analysis_code_candidate	S0376	10.1038/s41467-024-50608-2	Whole brain alignment of spatial transcriptomics between humans and mice with BrainAlign.	stereo-seq-3d-reconstruction;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	"Code for ""Whole brain alignment of spatial transcriptomics between humans and mice with BrainAlign"""	BrainAlign/SR_RSC/.ipynb_checkpoints/embedder-checkpoint.py | BrainAlign/SR_RSC/.ipynb_checkpoints/evaluation-checkpoint.py | BrainAlign/SR_RSC/.ipynb_checkpoints/main_sr_rsc-checkpoint.py | BrainAlign/SR_RSC/embedder.py | BrainAlign/SR_RSC/evaluation.py | BrainAlign/SR_RSC/layers/GCN.py | BrainAlign/SR_RSC/layers/GCN2.py | BrainAlign/SR_RSC/layers/__init__.py | BrainAlign/SR_RSC/layers/attention.py | BrainAlign/SR_RSC/layers/discriminator.py | BrainAlign/SR_RSC/layers/fc.py | BrainAlign/SR_RSC/main.py | BrainAlign/SR_RSC/main_sr_rsc.py | BrainAlign/SR_RSC/models/.ipynb_checkpoints/SubHIN-checkpoint.py | BrainAlign/SR_RSC/models/SubHIN.py | BrainAlign/SR_RSC/models/__init__.py | BrainAlign/SR_RSC/test_input_data.py | BrainAlign/SR_RSC/utils/process.py | BrainAlign/__init__.py | BrainAlign/brain_analysis/.ipynb_checkpoints/analysis-checkpoint.py
Teichlab/SpatialDE	https://github.com/Teichlab/SpatialDE	paper_analysis_code_candidate	S0365;S0448;S0464	10.1016/j.xgen.2024.100565;10.1186/s13059-023-03145-y;10.3390/cells12040604	Complete spatially resolved gene expression is not necessary for identifying spatial domains.; Evaluating spatially variable gene detection methods for spatial transcriptomics data.; SINFONIA: Scalable Identification of Spatially Variable Genes for Deciphering Spatial Domains.	stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Test genes for Spatial Variation	Analysis/BMDC Pseudotime/Antiviral analysis.ipynb | Analysis/BMDC Pseudotime/DE Analsysis.ipynb | Analysis/BreastCancer/Clustering analysis.ipynb | Analysis/BreastCancer/Spatial Shuffling.ipynb | Analysis/BreastCancer/spatial_BC_analysis.py | Analysis/Comparison/run_spatialde.py | Analysis/MERFISH/spatial_MERFISH_analysis.py | Analysis/MouseOB/Clustering analysis.ipynb | Analysis/MouseOB/Compare clustering and AEH.ipynb | Analysis/MouseOB/spatial_MOB_analysis.py | Analysis/SeqFISH/spatial_SeqFISH_analysis.py | Analysis/Theory/Example Spatial Patterns.ipynb | Python-module/SpatialDE/__init__.py | Python-module/SpatialDE/aeh.py | Python-module/SpatialDE/aha.py | Python-module/SpatialDE/anndata.py | Python-module/SpatialDE/base.py | Python-module/SpatialDE/plot.py | Python-module/SpatialDE/scripts/__init__.py | Python-module/SpatialDE/scripts/spatialde_cli.py
LieberInstitute/spatialLIBD	https://github.com/LieberInstitute/spatialLIBD	paper_analysis_code_candidate	S0359;S0400;S0467	10.1016/j.csbj.2023.11.055;10.1038/s42003-025-07965-5;10.46471/gigabyte.109	A comprehensive overview of graph neural network-based approaches to clustering for spatial transcriptomics.; Flexible integration of spatial and expression information for precise spot embedding via ZINB-based graph-enhanced autoencoder.; A novel variable neighborhood search approach for cell clustering for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Code for the spatialLIBD R/Bioconductor package and shiny app	R/annotate_registered_clusters.R | R/cluster_export.R | R/cluster_import.R | R/gene_set_enrichment_plot.R | R/geom_spatial.R | R/layer_boxplot.R | R/layer_stat_cor_plot.R | R/registration_block_cor.R | R/registration_model.R | R/registration_pseudobulk.R | R/registration_stats_anova.R | R/registration_stats_enrichment.R | R/registration_stats_pairwise.R | R/registration_wrapper.R | R/sort_clusters.R | R/spatialLIBD-package.R | data-raw/create_spatialDLPFC_spe_subset.R | inst/scripts/make-data_spatialLIBD.R | inst/scripts/make-metadata_LFF_spatial_ERC.R | inst/scripts/make-metadata_spatialDLPFC.R
jinworks/CellChat	https://github.com/jinworks/CellChat	paper_analysis_code_candidate	S0347	10.1002/advs.202413124	Multiscale Dissection of Spatial Heterogeneity by Integrating Multi-Slice Spatial and Single-Cell Transcriptomics.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	R toolkit for inference, visualization and analysis of cell-cell communication from single-cell and spatially resolved transcriptomics	R/CellChat-package.R | R/CellChat_class.R | R/visualization.R | tutorial/CellChat-vignette.Rmd | tutorial/CellChat_analysis_of_multiple_spatial_transcriptomics_datasets.Rmd | tutorial/CellChat_analysis_of_spatial_multiomics_data.Rmd | tutorial/CellChat_analysis_of_spatial_transcriptomics_data.Rmd | tutorial/FAQ_on_applying_CellChat_to_spatial_transcriptomics_data.Rmd | tutorial/Update-CellChatDB.Rmd
JianYang-Lab/gsMap	https://github.com/JianYang-Lab/gsMap	paper_analysis_code_candidate	S0106	10.1038/s41586-025-08757-x	Spatially resolved mapping of cells associated with human complex traits.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Integrating GWAS and spatial transcriptomics for spatially resolved mapping of cells associated with human complex traits.	src/gsMap/config.py | src/gsMap/spatial_ldsc_multiple_sumstats.py | src/gsMap/utils/manhattan_plot.py | src/gsMap/visualize.py | visualization_web_docs/source/conf.py
LieberInstitute/HumanPilot	https://github.com/LieberInstitute/HumanPilot	paper_analysis_code_candidate	S0421;S0438	10.1093/bib/bbaf316;10.1101/gr.280584.125	TriCLFF: a multi-modal feature fusion framework using contrastive learning for spatial domain identification.; Efficient integration of spatial omics data for joint domain detection, matching, and alignment with stMSA.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs;stereo-seq-cellbin-segmentation	Spatial Transcriptomics human DLPFC pilot study part of the spatialLIBD project	Analysis/Histology/code/segmentation.m | Analysis/Layer_Guesses/dlpfc_snRNAseq_annotation.R | Analysis/Layer_Guesses/layer_marker_genes_plots.R | Analysis/SpatialDE_clustering.Rmd | Analysis/SpatialDE_genes_analysis.Rmd | Analysis/SpatialDE_statistics.Rmd | Analysis/SpatialDE_subsampling_comparison.Rmd | Analysis/archive/SpatialDE_analyses/v1/Clustering_PCA_UMAP_marker_spatial_151673.Rmd | Analysis/archive/SpatialDE_analyses/v1/Comparison_SpatialDE_genes_151673.Rmd | Analysis/archive/SpatialDE_analyses/v2/Clustering_PCA_UMAP_SpatialDE_spatial.Rmd | Analysis/archive/SpatialDE_analyses/v2/Comparison_SpatialDE_genes_pooled.Rmd | Analysis/archive/SpatialDE_analyses/v3/SpatialDE_subsampling_comparison.Rmd | Analysis/check_clustering_layers.R | Analysis/check_clustering_layers_leo.R | Analysis/check_clustering_spots.R | Analysis/check_clustering_weighted.R | Analysis/collapse_clusters.R | Analysis/make_annotation_spreadsheet.R | Analysis/plot_spaceranger_kmeans.R | Analysis/sce_clustering_umap_spatial.R
QuKunLab/SpatialBenchmarking	https://github.com/QuKunLab/SpatialBenchmarking	paper_analysis_code_candidate	S0084;S0371;S0461	10.1038/s41467-023-36796-3;10.1038/s41467-023-43220-3;10.1371/journal.pcbi.1013354	Spatially informed clustering, integration, and deconvolution of spatial transcriptomics with GraphST.; SPACEL: deep learning-based characterization of spatial transcriptome architectures.; Improving cell-type composition inference in spatial transcriptomics with SpaDAMA.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		BLAST_CelltypeDeconvolution.ipynb | Benchmarking/.ipynb_checkpoints/DeconvolutionSpot-checkpoint.py | Benchmarking/DeconvolutionSpot.py | Benchmarking/SpatialGenes.py | Codes/Deconvolution/Cell2location_pipeline.py | Codes/Deconvolution/DestVI_pipeline.py | Codes/Deconvolution/RCTD_pipeline.r | Codes/Deconvolution/SPOTlight_pipeline.r | Codes/Deconvolution/STRIDE_pipeline.sh | Codes/Deconvolution/Seurat_pipeline.r | Codes/Deconvolution/SpatialDWLS_pipeline.r | Codes/Deconvolution/Stereoscope_pipeline.py | Codes/Deconvolution/Tangram_pipeline.py | Codes/Impute/Seurat.r | Config.env.sh | FigureData/Figure2/RCodes/LIGER.r | FigureData/Figure2/RCodes/Seurat.r
wu-yc/scMetabolism	https://github.com/wu-yc/scMetabolism	method_tool_with_examples	S0053;S0071	10.1016/j.isci.2024.108941;10.1016/j.xcrm.2025.102140	Effects of flora deficiency on the structure and function of the large intestine.; Targeting mitochondrial complex I of CD177+ neutrophils alleviates lung ischemia-reperfusion injury.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Quantifying metabolism activity at the single-cell resolution	R/compute_metabolism_Seurat.R | R/visualize_metabolism.R
CSOgroup/cellcharter	https://github.com/CSOgroup/cellcharter	paper_analysis_code_candidate	S0378	10.1038/s41467-024-55204-y	Cooperative integration of spatially resolved multi-omics data with COSMOS.	stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	A Python package for the identification, characterization and comparison of spatial clusters from spatial -omics data.	tests/plotting/test_group.py | tests/plotting/test_plot_nhood.py | tests/plotting/test_plot_stability.py | tests/plotting/test_shape.py
daviddaiweizhang/istar	https://github.com/daviddaiweizhang/istar	paper_analysis_code_candidate	S0382	10.1038/s41467-025-62593-1	Thor: a platform for cell-level investigation of spatial transcriptomics and histology.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon;stereo-seq-spatial-programs		cluster.py | hipt_heatmap_utils.py | marker_score.py | plot_imputed.py | plot_spots.py | visual.py
PaulingLiu/ROGUE	https://github.com/PaulingLiu/ROGUE	method_tool_with_examples	S0426	10.1093/bioinformatics/btae466	Single-cell and spatial multiomic inference of gene regulatory networks using SCRIPro.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon;stereo-seq-spatial-programs	Assessing the purity of single cell population	scripts/Clustering.evaluation.Rmd | scripts/Cross.validation.visualization.R
wenwenmin/SpaCross	https://github.com/wenwenmin/SpaCross	paper_analysis_code_candidate	S0403	10.1038/s42003-025-08810-5	SpaCross deciphers spatial structures and corrects batch effects in multi-slice spatially resolved transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	[Communications Biology 2025 (under Nature Portfolio)] SpaCross is a comprehensive analytical framework designed for spatial transcriptomics data, aiming to enhance the accuracy of spatial pattern recognition and cross-slice consistency.	Benchmark/DiffusionST-main/visual.py | Benchmark/DiffusionST-main/visual_high.py | Benchmark/SEDR-master/SEDR/clustering_func.py | Benchmark/SEDR-master/docs/Tutorial1_Clustering.ipynb | Benchmark/SPACEL-main/SPACEL/Scube/alignment.py | Benchmark/SPACEL-main/SPACEL/Scube/plot.py | Benchmark/SPACEL-main/SPACEL/Scube/utils_3d.py | Benchmark/SPACEL-main/SPACEL/Spoint/spatial_simulation.py | Benchmark/SPIRAL-main/Process/Spatial_Net.py | Benchmark/SPIRAL-main/spiral/CoordAlignment.py | Benchmark/STAligner-master/STAligner/STALIGNER.py | Benchmark/STAligner-master/STAligner/ST_utils.py | Benchmark/STAligner-master/STAligner/__init__.py | Benchmark/STAligner-master/STAligner/gat_conv.py | Benchmark/STAligner-master/STAligner/mnn_utils.py | Benchmark/STAligner-master/STAligner/train_STAligner.py | Benchmark/STAligner-master/Tutorials/Tutorial_DLPFC_12S.ipynb | Benchmark/STAligner-master/Tutorials/Tutorial_embryo.ipynb | Benchmark/STAligner-master/__init__.py | Benchmark/STAligner-master/setup.py
NeuroanatomyAndConnectivity/gradient_analysis	https://github.com/NeuroanatomyAndConnectivity/gradient_analysis	paper_analysis_code_candidate	S0097	10.1038/s41467-025-62793-9	Charting the spatial transcriptome of the human cerebral cortex at single-cell resolution.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		03_visualize_embeddings.ipynb | 04_visualize_distance.ipynb | 04_visualize_networks.ipynb | 06_supplementary_analysis_and_figures.ipynb
ZJUFanLab/scSpace	https://github.com/ZJUFanLab/scSpace	paper_analysis_code_candidate	S0345	10.1002/advs.202403572	Spatially Informed Graph Structure Learning Extracts Insights from Spatial Transcriptomics.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	an integrative algorithm to distinguish spatially variable cell subclusters by reconstructing cells onto a pseudo space with spatial transcriptome references	AnalysisPaper/figures/figure1.Rmd | AnalysisPaper/figures/figure2.Rmd | AnalysisPaper/figures/figure3.Rmd | AnalysisPaper/figures/figure4.Rmd | AnalysisPaper/figures/figure5.Rmd | AnalysisPaper/figures/figure6.Rmd | AnalysisPaper/scripts/figure1/BayesSpace_DRSC_simulation.R | AnalysisPaper/scripts/figure1/SpaGCN_STAGATE_simulation.ipynb | AnalysisPaper/scripts/figure1/scCoGAPS_simulation.ipynb | AnalysisPaper/scripts/figure1/scSpace_simulation.ipynb | AnalysisPaper/scripts/figure2/DLPFC_aggregate.R | AnalysisPaper/scripts/figure2/DLPFC_validate.ipynb | AnalysisPaper/scripts/figure2/STARmap.ipynb | AnalysisPaper/scripts/figure3/human_heart.ipynb | AnalysisPaper/scripts/figure3/human_heart_spatial_informed_clustering.R | AnalysisPaper/scripts/figure4/hodge.ipynb | AnalysisPaper/scripts/figure5/melanoma.ipynb | AnalysisPaper/scripts/figure5/melanoma_validation.ipynb | AnalysisPaper/scripts/figure6/COVID19.ipynb | AnalysisPaper/scripts/figure6/MDM_spatial_informed_clustering.R
JinmiaoChenLab/SpatialGlue	https://github.com/JinmiaoChenLab/SpatialGlue	paper_analysis_code_candidate	S0114;S0378	10.1038/s41592-024-02316-4;10.1038/s41467-024-55204-y	Deciphering spatial domains from spatial multi-omics with SpatialGlue.; Cooperative integration of spatially resolved multi-omics data with COSMOS.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	SpatialGlue is a novel deep learning methods for spatial multi-omics data integration.	SpatialGlue/SpatialGlue_pyG.py | SpatialGlue/model.py | SpatialGlue/preprocess.py | SpatialGlue/utils.py
wenwenmin/SpaBatch	https://github.com/wenwenmin/SpaBatch	analysis_or_method_code_candidate	S0349	10.1002/advs.202509090	SpaBatch: Deep Learning-Based Cross-Slice Integration and 3D Spatial Domain Identification in Spatial Transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-publication-plotting;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	[Advanced Science 2025] SpaBatch: Deep learning-based cross-slice integration and 3D spatial domain identification in spatial transcriptomics	Baselines/STAligner/Tutorials_DLPFC/Tutorial_DLPFC_12S.ipynb | Baselines/STAligner/Tutorials_DLPFC/Tutorial_DLPFC_151507.ipynb | Baselines/STAligner/Tutorials_DLPFC/Tutorial_DLPFC_151669.ipynb | Baselines/STAligner/Tutorials_DLPFC/Tutorial_DLPFC_151673.ipynb | Baselines/STAligner/Tutorials_DLPFC/Tutorial_MBA_MBP.ipynb | Baselines/STAligner/Tutorials_DLPFC/Tutorial_MOB.ipynb | Baselines/STAligner/Tutorials_DLPFC/Tutorial_MOE.ipynb | Baselines/STAligner/Tutorials_DLPFC/Tutoricals_BC_H.ipynb | Baselines/STitch3D/Tutorials_DLPFC/Run_DLPFC_151507.ipynb | Baselines/STitch3D/Tutorials_DLPFC/Run_DLPFC_151669.ipynb | Baselines/STitch3D/Tutorials_DLPFC/Run_DLPFC_151673.ipynb
MarioniLab/EmbryoTimecourse2018	https://github.com/MarioniLab/EmbryoTimecourse2018	paper_analysis_code_candidate	S0437	10.1101/gr.280532.125	Polyomino reconstructs spatial transcriptomic profiles with single-cell resolution via a region-allocation method.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Data and analysis scripts for our Embryo Timecourse paper.	analysis_scripts/atlas/7_define_clusters/cluster.Rmd | analysis_scripts/atlas/7_define_clusters/cluster_merging.ipynb | analysis_scripts/atlas/endoderm/umap.py | analysis_scripts/atlas/vis/umap/umap.Rmd | analysis_scripts/atlas/vis/umap/umap.py
TencentAILabHealthcare/spatialID	https://github.com/TencentAILabHealthcare/spatialID	analysis_or_method_code_candidate	S0040;S0083	10.1016/j.crmeth.2025.101205;10.1038/s41467-022-35288-0	stTransfer enables transfer of single-cell annotations to spatial transcriptomics with single-cell resolution.; Spatial-ID: a cell typing method for spatially resolved transcriptomics via transfer learning and spatial embedding.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		cell_type_annotation_for_hyp3d.py | cell_type_annotation_for_merfish.py | cell_type_annotation_for_nanostring.py | cell_type_annotation_for_slideseq.py
ttgump/spaVAE	https://github.com/ttgump/spaVAE	analysis_or_method_code_candidate	S0378	10.1038/s41467-024-55204-y	Cooperative integration of spatially resolved multi-omics data with COSMOS.	stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Dependency-aware deep generative models for multitasking analysis of spatial genomics data	Tutorial/Mouse_olfactory_bulb_data/Mouse_olfactory_bulb_enhancing_spatial_resolution.ipynb | Tutorial/spatial_multiomics_data/spaMultiVAE_tutorial.ipynb | src/utilities/louvain_clustering.py
uhlerlab/STACI	https://github.com/uhlerlab/STACI	paper_analysis_code_candidate	S0371	10.1038/s41467-023-43220-3	SPACEL: deep learning-based characterization of spatial transcriptome architectures.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		.ipynb_checkpoints/plotEmbedding_Starmap-checkpoint.ipynb | .ipynb_checkpoints/plotEmbedding_data-checkpoint.ipynb | DEcluster_Starmap.ipynb | clusterComposition.ipynb | plotEmbedding_10xADFFPE.ipynb | plotEmbedding_10xADFFPE_extBatchCorrection.ipynb | plotEmbedding_Starmap.ipynb | plotEmbedding_Starmap_newdata.ipynb | plotEmbedding_Starmap_scrnaseq.ipynb | plotEmbedding_jointCNNgae_Starmap.ipynb | plotPlaqueDistr.ipynb | plotPlaqueDistr_newdata.ipynb | plotRegrsFromJoint_starmap_3Dseg.ipynb | segment3D_gpu.ipynb
cs-wangbo/Spatial-MGCN	https://github.com/cs-wangbo/Spatial-MGCN	paper_analysis_code_candidate	S0359	10.1016/j.csbj.2023.11.055	A comprehensive overview of graph neural network-based approaches to clustering for spatial transcriptomics.	stereo-seq-cell-type-mapping;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		Spatial-MGCN/DLPFC_denoising.py | Spatial-MGCN/DLPFC_generate_data.py | Spatial-MGCN/DLPFC_test.py | Spatial-MGCN/HBC_generate_data.py | Spatial-MGCN/HBC_test.py | Spatial-MGCN/MOB_generate_data.py | Spatial-MGCN/MOB_test.py | Spatial-MGCN/__init__.py | Spatial-MGCN/config.py | Spatial-MGCN/layers.py | Spatial-MGCN/models.py | Spatial-MGCN/utils.py
JinmiaoChenLab/SEDR	https://github.com/JinmiaoChenLab/SEDR	paper_analysis_code_candidate	S0365;S0428;S0444;S0449	10.1016/j.xgen.2024.100565;10.1093/bioinformatics/btae663;10.1186/s12864-024-10469-x;10.1186/s13059-024-03361-0	Complete spatially resolved gene expression is not necessary for identifying spatial domains.; A signal-diffusion-based unsupervised contrastive representation learning for spatial transcriptomics analysis.; HyperGCN: an effective deep representation learning framework for the integrative analysis of spatial transcriptomics data.; Benchmarking clustering, alignment, and integration methods for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		SEDR/clustering_func.py | docs/Tutorial1_Clustering.ipynb | docs/Tutorial4_Stereo-seq.ipynb
Coolgenome/iTALK	https://github.com/Coolgenome/iTALK	paper_analysis_code_candidate	S0008	10.1002/advs.202509733	Globotriaosylceramide Gb3 Influences Wound Healing and Scar Formation by Orchestrating Fibroblast Heterogeneity.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		R/DEG.R | R/LRPlot.R | R/TimePlot.R
weallen/STARmap	https://github.com/weallen/STARmap	paper_analysis_code_candidate	S0441	10.1126/sciadv.abq0990	Accurate inference of genome-wide spatial expression with iSpatial.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Software for processing and analyzing STARmap experiments.	matlab/DFTApply3D.m | matlab/DFTRegister3D.m | matlab/EqualizeHist3D.m | matlab/FindAllSpots3D.m | matlab/FindSpots3D.m | matlab/JointRegister3D.m | matlab/JointRegister3DVols.m
mumu8910/snRNA_NF	https://github.com/mumu8910/snRNA_NF	analysis_or_method_code_candidate	S0095	10.1038/s41467-025-58614-8	Single-nucleus and spatial transcriptomics identify brain landscape of gene regulatory networks associated with behavioral maturation in honeybees.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon;stereo-seq-spatial-programs;stereo-seq-cellbin-segmentation		01_Seurat/01_Integration.R | 01_Seurat/02_FindCluster.R | 01_Seurat/03_FindMarkers.R | 01_Seurat/04_GOenrich.R | 03_DifferentialGeneExpression/02_PseudoBulkDEG.R | 04_SCENIC/01_SCENIC_Database.sh | 04_SCENIC/02_SCENIC.sh | 05_cross_species/03heatmap_pheat.R
theislab/graphcompass	https://github.com/theislab/graphcompass	method_tool_with_examples	S0424	10.1093/bioinformatics/btae242	GraphCompass: spatial metrics for differential analyses of cell organization across conditions.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	GraphCompass: Graph Comparison Tools for Differential Analyses in Spatial Systems	notebooks/portrait/portrait_stereoseq.ipynb | notebooks/wlkernel/wlkernel_stereoseq.ipynb
bwalker1/NeST	https://github.com/bwalker1/NeST	paper_analysis_code_candidate	S0370	10.1038/s41467-023-42343-x	NeST: nested hierarchical structure identification in spatial transcriptomic data.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs;stereo-seq-cellbin-segmentation		nest/benchmarks/parameters_synthetic_segmentation.py | nest/cci/__init__.py | nest/cci/cci.py | nest/cci/cellchat.py | nest/cci/spatial.py | nest/hotspot/hotspots_3d.py | nest/plot/__init__.py | nest/plot/hotspots.py | nest/plot/pl3d.py | nest/plot/plot.py | nest/plot/tracksplot.py
