repo	source_url	classification	linked_papers	paper_dois	paper_titles	skill_names	description	reusable_files
NeuroanatomyAndConnectivity/gradient_analysis	https://github.com/NeuroanatomyAndConnectivity/gradient_analysis	paper_analysis_code_candidate	S0097	10.1038/s41467-025-62793-9	Charting the spatial transcriptome of the human cerebral cortex at single-cell resolution.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		03_visualize_embeddings.ipynb | 04_visualize_distance.ipynb | 04_visualize_networks.ipynb | 06_supplementary_analysis_and_figures.ipynb
tractatus/wholebrain	https://github.com/tractatus/wholebrain	method_tool_with_examples	S0083	10.1038/s41467-022-35288-0	Spatial-ID: a cell typing method for spatially resolved transcriptomics via transfer learning and spatial embedding.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-cellbin-segmentation	R package for segmentation, registration and generating web-based brain atlases from microscope images	R/plotting.R | R/registration.R
ZJUFanLab/scSpace	https://github.com/ZJUFanLab/scSpace	paper_analysis_code_candidate	S0345	10.1002/advs.202403572	Spatially Informed Graph Structure Learning Extracts Insights from Spatial Transcriptomics.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	an integrative algorithm to distinguish spatially variable cell subclusters by reconstructing cells onto a pseudo space with spatial transcriptome references	AnalysisPaper/figures/figure1.Rmd | AnalysisPaper/figures/figure2.Rmd | AnalysisPaper/figures/figure3.Rmd | AnalysisPaper/figures/figure4.Rmd | AnalysisPaper/figures/figure5.Rmd | AnalysisPaper/figures/figure6.Rmd | AnalysisPaper/scripts/figure1/BayesSpace_DRSC_simulation.R | AnalysisPaper/scripts/figure1/SpaGCN_STAGATE_simulation.ipynb | AnalysisPaper/scripts/figure1/scCoGAPS_simulation.ipynb | AnalysisPaper/scripts/figure1/scSpace_simulation.ipynb | AnalysisPaper/scripts/figure2/DLPFC_aggregate.R | AnalysisPaper/scripts/figure2/DLPFC_validate.ipynb | AnalysisPaper/scripts/figure2/STARmap.ipynb | AnalysisPaper/scripts/figure3/human_heart.ipynb | AnalysisPaper/scripts/figure3/human_heart_spatial_informed_clustering.R | AnalysisPaper/scripts/figure4/hodge.ipynb | AnalysisPaper/scripts/figure5/melanoma.ipynb | AnalysisPaper/scripts/figure5/melanoma_validation.ipynb | AnalysisPaper/scripts/figure6/COVID19.ipynb | AnalysisPaper/scripts/figure6/MDM_spatial_informed_clustering.R
TencentAILabHealthcare/spatialID	https://github.com/TencentAILabHealthcare/spatialID	analysis_or_method_code_candidate	S0040;S0083	10.1016/j.crmeth.2025.101205;10.1038/s41467-022-35288-0	stTransfer enables transfer of single-cell annotations to spatial transcriptomics with single-cell resolution.; Spatial-ID: a cell typing method for spatially resolved transcriptomics via transfer learning and spatial embedding.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		cell_type_annotation_for_hyp3d.py | cell_type_annotation_for_merfish.py | cell_type_annotation_for_nanostring.py | cell_type_annotation_for_slideseq.py
cs-wangbo/Spatial-MGCN	https://github.com/cs-wangbo/Spatial-MGCN	paper_analysis_code_candidate	S0359	10.1016/j.csbj.2023.11.055	A comprehensive overview of graph neural network-based approaches to clustering for spatial transcriptomics.	stereo-seq-cell-type-mapping;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		Spatial-MGCN/DLPFC_denoising.py | Spatial-MGCN/DLPFC_generate_data.py | Spatial-MGCN/DLPFC_test.py | Spatial-MGCN/HBC_generate_data.py | Spatial-MGCN/HBC_test.py | Spatial-MGCN/MOB_generate_data.py | Spatial-MGCN/MOB_test.py | Spatial-MGCN/__init__.py | Spatial-MGCN/config.py | Spatial-MGCN/layers.py | Spatial-MGCN/models.py | Spatial-MGCN/utils.py
JinmiaoChenLab/SEDR	https://github.com/JinmiaoChenLab/SEDR	paper_analysis_code_candidate	S0365;S0428;S0444;S0449	10.1016/j.xgen.2024.100565;10.1093/bioinformatics/btae663;10.1186/s12864-024-10469-x;10.1186/s13059-024-03361-0	Complete spatially resolved gene expression is not necessary for identifying spatial domains.; A signal-diffusion-based unsupervised contrastive representation learning for spatial transcriptomics analysis.; HyperGCN: an effective deep representation learning framework for the integrative analysis of spatial transcriptomics data.; Benchmarking clustering, alignment, and integration methods for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		SEDR/clustering_func.py | docs/Tutorial1_Clustering.ipynb | docs/Tutorial4_Stereo-seq.ipynb
Coolgenome/iTALK	https://github.com/Coolgenome/iTALK	paper_analysis_code_candidate	S0008	10.1002/advs.202509733	Globotriaosylceramide Gb3 Influences Wound Healing and Scar Formation by Orchestrating Fibroblast Heterogeneity.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		R/DEG.R | R/LRPlot.R | R/TimePlot.R
Dulab2020/singlecell-analysis	https://github.com/Dulab2020/singlecell‐analysis	paper_analysis_code_candidate	S0344	10.1002/1878-0261.13373	Single-cell and spatial analyses reveal the association between gene expression of glutamine synthetase with the immunosuppressive phenotype of APOE+CTSZ+TAM in cancers.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery	Code of Single-cell and spatial analysis reveal the association between gene expression of glutamine synthetase with immunosuppressive phenotype of APOE+CTSZ+TAM in cancers	Analysis/ssgsea.R | Seurat-process/cca.R | Seurat-process/celltype_annotation.R | Seurat-process/harmony.R | Seurat-process/read-data.R | Seurat-process/seurat-process.R | Seurat-process/seurat_plots/dimplot.R | Seurat-process/seurat_plots/feature-plot.R | plots/boxplot.R | plots/bubble_plot.R | plots/corr_plot.R | plots/dot_plot.R | plots/heatmap-settings.R | plots/heatmap.R | plots/violin_plot.R
weallen/STARmap	https://github.com/weallen/STARmap	paper_analysis_code_candidate	S0441	10.1126/sciadv.abq0990	Accurate inference of genome-wide spatial expression with iSpatial.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Software for processing and analyzing STARmap experiments.	matlab/DFTApply3D.m | matlab/DFTRegister3D.m | matlab/EqualizeHist3D.m | matlab/FindAllSpots3D.m | matlab/FindSpots3D.m | matlab/JointRegister3D.m | matlab/JointRegister3DVols.m
mumu8910/snRNA_NF	https://github.com/mumu8910/snRNA_NF	analysis_or_method_code_candidate	S0095	10.1038/s41467-025-58614-8	Single-nucleus and spatial transcriptomics identify brain landscape of gene regulatory networks associated with behavioral maturation in honeybees.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon;stereo-seq-spatial-programs;stereo-seq-cellbin-segmentation		01_Seurat/01_Integration.R | 01_Seurat/02_FindCluster.R | 01_Seurat/03_FindMarkers.R | 01_Seurat/04_GOenrich.R | 03_DifferentialGeneExpression/02_PseudoBulkDEG.R | 04_SCENIC/01_SCENIC_Database.sh | 04_SCENIC/02_SCENIC.sh | 05_cross_species/03heatmap_pheat.R
theislab/graphcompass	https://github.com/theislab/graphcompass	method_tool_with_examples	S0424	10.1093/bioinformatics/btae242	GraphCompass: spatial metrics for differential analyses of cell organization across conditions.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	GraphCompass: Graph Comparison Tools for Differential Analyses in Spatial Systems	notebooks/portrait/portrait_stereoseq.ipynb | notebooks/wlkernel/wlkernel_stereoseq.ipynb
bwalker1/NeST	https://github.com/bwalker1/NeST	paper_analysis_code_candidate	S0370	10.1038/s41467-023-42343-x	NeST: nested hierarchical structure identification in spatial transcriptomic data.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs;stereo-seq-cellbin-segmentation		nest/benchmarks/parameters_synthetic_segmentation.py | nest/cci/__init__.py | nest/cci/cci.py | nest/cci/cellchat.py | nest/cci/spatial.py | nest/hotspot/hotspots_3d.py | nest/plot/__init__.py | nest/plot/hotspots.py | nest/plot/pl3d.py | nest/plot/plot.py | nest/plot/tracksplot.py
BGI-Intestines/Germ-free-mice	https://github.com/BGI-Intestines/Germ-free-mice	paper_analysis_code_candidate	S0011	10.1002/imt2.272	Cross-tissue multi-omics analyses reveal the gut microbiota's absence impacts organ morphology, immune homeostasis, bile acid and lipid metabolism.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Germ-free mice multiple organizations project	Analysis/Jupyter/DEG.ipynb | Analysis/Jupyter/immune_regulation_factor_ploting.ipynb | Analysis/Jupyter/step3_Cell2location_cluster.ipynb | Analysis/script/AnnotClusterPlot.R | Analysis/script/Integrate_Plot.R | Analysis/script/Integrate_Plot2.R | Analysis/script/subClustering.R | Figure1/Figure1.ipynb | Figure2/Figure2.ipynb | Figure3/Figure3.ipynb | Figure4/Figure4.ipynb | Figure5/Figure5.ipynb | Figure6/step8_Figure6.ipynb
yzf072/spaTrack	https://github.com/yzf072/spaTrack	paper_analysis_code_candidate	S0069;S0140	10.1016/j.xcrm.2023.101231;10.1097/hc9.0000000000000662	Cancer-associated fibroblasts undergoing neoadjuvant chemotherapy suppress rectal cancer revealed by single-cell and spatial transcriptomics.; Integrative single-cell and spatial transcriptome analysis reveals heterogeneity of human liver progenitor cells.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	An optimal transport-based algorithm for inferring cell trajectories of spatial transcriptomics.	spaTrack/multiple_time/visual.py | spaTrack/single_time/start_cluster.py | spaTrack/single_time/velocity.py
vertesy/Seurat.multicore	https://github.com/vertesy/Seurat.multicore	paper_analysis_code_candidate	S0085	10.1038/s41467-023-42658-9	Dbh+ catecholaminergic cardiomyocytes contribute to the structure and function of the cardiac conduction system in murine heart.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery	Multicore and utility functions for Seurat 2 & 3, using doMC / foreach packages.	00.Load.Seurat3.Multicore.LOCAL.R | 00.Load.Seurat3.Multicore.WEB.R | Functions/Seurat.Functions.other.R | Functions/Seurat2.Multicore.Functions.R | Functions/Seurat3.Multicore.Generic.Functions.R | Functions/Seurat3.Multicore.Read.Write.R | Functions/deprecated/OLD.Seurat.Functions.R | Functions/deprecated/Seurat3.Functions copy.R | Functions/deprecated/Seurat3.plotting.Functions.R | Seurat.Multicore.Examples.R
rockdeme/chrysalis	https://github.com/rockdeme/chrysalis	paper_analysis_code_candidate	S0399	10.1038/s42003-024-07165-7	Chrysalis: decoding tissue compartments in spatial transcriptomics with archetypal analysis.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery	Powerful and lightweight package to identify tissue compartments in spatial transcriptomics datasets.	article/A2_human_lymph_node/SVG_detection_methods/1_bsp_spatialde_sepal.ipynb | article/A2_human_lymph_node/benchmarking/spatialpca.R | article/A3_human_breast_cancer/benchmarking/spatialpca.R | article/A4_mouse_brain/ffpe/map_annotations.py | article/A7_stereo_seq/stereo_seq_analysis.ipynb | chrysalis/plots.py
HiDiHlabs/sainsc-study	https://github.com/HiDiHlabs/sainsc‐study	paper_analysis_code_candidate	S0352	10.1002/smtd.202401123	Sainsc: A Computational Tool for Segmentation-Free Analysis of In Situ Capture Data.	stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-cellbin-segmentation		2_0-StereoSeq_Embryo_HVG_SVG.ipynb | 2_1-StereoSeq_Embryo_supervised.ipynb | 2_1-StereoSeq_Embryo_unsupervised.ipynb | 2_2-StereoSeq_Embryo_plotting.ipynb | 3_0-StereoSeq_Brain_segmentation_based_signatures.ipynb | 3_2-StereoSeq_Brain_cortex.ipynb | 3_3-StereoSeq_Brain_BAM_analysis.ipynb | 4_0-Xenium_segmentation.ipynb | julia/StereoSeq_Brain_jl.ipynb
BrainStOrmics/Spaco_scripts	https://github.com/BrainStOrmics/Spaco_scripts	paper_analysis_code_candidate	S0364	10.1016/j.patter.2023.100915	Spaco: A comprehensive tool for coloring spatial data at single-cell resolution.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		Figures scripts/Axolotl_DPI10-CI-graph-guided.ipynb | Figures scripts/Cluster_color_alignment.ipynb | Figures scripts/STARmap_mouse_brain_color_assignment.ipynb | Figures scripts/STARmap_stereo-seq_CI-guided.ipynb | Figures scripts/color vision deficiency.ipynb | Figures scripts/color_alignment_across_DPI10-15.ipynb | Figures scripts/running_time.ipynb | Figures scripts/seqFISH_IMC.ipynb | Figures scripts/simulated data and benchmarks.ipynb
yuqiuzhou/Pianno	https://github.com/yuqiuzhou/Pianno	analysis_or_method_code_candidate	S0375	10.1038/s41467-024-47152-4	Pianno: a probabilistic framework automating semantic annotation for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		pianno/_annotation_improvement.py | pianno/_spatial_pattern_recognition.py
deepomicslab/STAGUE	https://github.com/deepomicslab/STAGUE	analysis_or_method_code_candidate	S0345;S0455	10.1002/advs.202403572;10.1186/s13059-025-03637-z	Spatially Informed Graph Structure Learning Extracts Insights from Spatial Transcriptomics.; spaMGCN: a graph convolutional network with autoencoder for spatial domain identification using multi-scale adaptation.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		Visualization.ipynb | benchmark_script/stereo-seq.sh
zenglab-pku/SPATCH	https://github.com/zenglab-pku/SPATCH	paper_analysis_code_candidate	S0098	10.1038/s41467-025-64292-3	Systematic benchmarking of high-throughput subcellular spatial transcriptomics platforms across human tumors.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery	SPAtial Transcriptomics resource for subCellular and High-throughput platforms	analysis/10_spatial_cluster.py | analysis/7_cluster.py | analysis/9_st_annotation.py | analysis/9_st_annotation_consistency.r
Lei-group/Dbh_paper	https://github.com/Lei-group/Dbh_paper	analysis_or_method_code_candidate	S0085	10.1038/s41467-023-42658-9	Dbh+ catecholaminergic cardiomyocytes contribute to the structure and function of the cardiac conduction system in murine heart.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery	This includes code and data relevant to produce the figures shown in the Lei group paper 2023 NC.	Figures.R | MULTICORESEURAT.R
zhengli09/BASS-Analysis	https://github.com/zhengli09/BASS-Analysis ; https://github.com/zhengli09/BASS‐Analysis	paper_analysis_code_candidate	S0087;S0345;S0350;S0449	10.1038/s41467-023-44367-9;10.1002/advs.202403572;10.1002/imt2.70084;10.1186/s13059-024-03361-0	MENDER: fast and scalable tissue structure identification in spatial omics data.; Spatially Informed Graph Structure Learning Extracts Insights from Spatial Transcriptomics.; A comprehensive benchmarking for spatially resolved transcriptomics clustering methods across variable technologies, organs, and replicates.; Benchmarking clustering, alignment, and integration methods for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Tutorial of BASS and results reproduction	code/add_simu/nTypes_nDomains/plot.R | code/add_simu/nTypes_nDomains/simu_C.R | code/add_simu/nTypes_nDomains/simu_R.R | code/add_simu/nTypes_nDomains/simu_R_spaGCN.R | code/add_simu/rand_exclusion_genes/plot.R | code/add_simu/rare_cell_type/plot.R
bpucker/PBBtools	https://github.com/bpucker/PBBtools	paper_analysis_code_candidate	S0089	10.1038/s41467-024-53756-7	Tracing the evolutionary and genetic footprints of atmospheric tillandsioids transition from land to air.	stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	collection of mini tools for the BioinfToolServer	collection/alignment_input_mixer.py | collection/exp_plots.py | collection/extract_myb_domain.py | collection/get_DEGs_from_DESeq2_output.py | collection/heatmap_plotter.py | dotplotter/dotplotter.py | heatmapper/heatmap_plotter.py
zhanglabtools/STAMarker	https://github.com/zhanglabtools/STAMarker	paper_analysis_code_candidate	S0433	10.1093/nar/gkad801	STAMarker: determining spatial domain-specific variable genes with saliency maps in deep learning.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	STAMarker: Identify Spatial Domain-specific Variable Genes via Ensemble Graph Attention Autoencoders 	stamarker/__init__.py | stamarker/dataset.py | stamarker/models.py | stamarker/modules.py | stamarker/pipeline.py | stamarker/utils.py
tju-zl/MuCoST	https://github.com/tju-zl/MuCoST	paper_analysis_code_candidate	S0415	10.1093/bib/bbae255	A multi-view graph contrastive learning framework for deciphering spatially resolved transcriptomics data.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		MuCoST/config.py | Notebooks/MuCoST-stereo-seq.ipynb | Notebooks/plot-batches.ipynb | Notebooks/plot-seed.ipynb | Notebooks/plot-temp.ipynb
brocklab/pycashier	https://github.com/brocklab/pycashier	method_tool_with_examples	S0039	10.1016/j.crmeth.2024.100763	Analysis of synthetic cellular barcodes in the genome and transcriptome with BARtab and bartools.	stereo-seq-3d-reconstruction;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	cash in on DNA barcode tags	src/pycashier/config.py | tests/test_config.py
C0nc/River	https://github.com/C0nc/River	paper_analysis_code_candidate	S0381	10.1038/s41467-025-61476-9	Prioritizing perturbation-responsive gene patterns using interpretable deep learning.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	A Python package for identification Differential Spatial Expression Pattern (DESP) gene by interpretable deep learning from multi-slice spatial omics data.	figure3.ipynb | figure4.ipynb | figure5.ipynb | figure6.ipynb | figure7.ipynb
xzhoulab/SRTsim	https://github.com/xzhoulab/SRTsim	paper_analysis_code_candidate	S0345	10.1002/advs.202403572	Spatially Informed Graph Structure Learning Extracts Insights from Spatial Transcriptomics.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		R/SRTcci.R | R/visualize_gene.R | R/visualize_metrics.R
single-cell-BGI/MBA	https://github.com/single-cell-BGI/MBA	paper_analysis_code_candidate	S0082	10.1038/s41467-022-34413-3	Spatially resolved gene regulatory and disease-related vulnerability map of the adult Macaque cortex.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Monkey brain atlas	3.Areal heterogeneity of excitatory neuron revealed by integrative single-cell analysis/3.1_rna_regionaldeg.R | 5.Spatial gene expression characterized by Stereo-seq/5.1_Stereo_unsupervised_clustering_AND_SPOTlight.R | 5.Spatial gene expression characterized by Stereo-seq/5.2_Gradient.subset.plot.R | 6.Dynamic single cell regulatory landscape of oligodendrocyte trajectory/6.1_pseudotime.S3.sh | 6.Dynamic single cell regulatory landscape of oligodendrocyte trajectory/6.2_Monocle_pseudotime.S3.sh
rwang-z/STModule	https://github.com/rwang-z/STModule	paper_analysis_code_candidate	S0457	10.1186/s13073-025-01441-9	STModule: identifying tissue modules to uncover spatial components and characteristics of transcriptomic landscapes.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		R/spatial_factorization.r | R/spatial_factorization_gpu.r | R/spatial_map_estimation.r | R/spatial_map_estimation_gpu.r
YiZhang-lab/iSpatial	https://github.com/YiZhang-lab/iSpatial	paper_analysis_code_candidate	S0441	10.1126/sciadv.abq0990	Accurate inference of genome-wide spatial expression with iSpatial.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	infer whole genome spatial transcriptome by integrating single cell RNAseq and spatial transcriptome	R/iSpatial.R | R/spatial_cor.R | R/spatial_variable_gene.R
