repo	source_url	classification	linked_papers	paper_dois	paper_titles	skill_names	description	reusable_files
JinmiaoChenLab/SpatialGlue	https://github.com/JinmiaoChenLab/SpatialGlue	paper_analysis_code_candidate	S0114;S0378	10.1038/s41592-024-02316-4;10.1038/s41467-024-55204-y	Deciphering spatial domains from spatial multi-omics with SpatialGlue.; Cooperative integration of spatially resolved multi-omics data with COSMOS.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	SpatialGlue is a novel deep learning methods for spatial multi-omics data integration.	SpatialGlue/SpatialGlue_pyG.py | SpatialGlue/model.py | SpatialGlue/preprocess.py | SpatialGlue/utils.py
ttgump/spaVAE	https://github.com/ttgump/spaVAE	analysis_or_method_code_candidate	S0378	10.1038/s41467-024-55204-y	Cooperative integration of spatially resolved multi-omics data with COSMOS.	stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Dependency-aware deep generative models for multitasking analysis of spatial genomics data	Tutorial/Mouse_olfactory_bulb_data/Mouse_olfactory_bulb_enhancing_spatial_resolution.ipynb | Tutorial/spatial_multiomics_data/spaMultiVAE_tutorial.ipynb | src/utilities/louvain_clustering.py
JinmiaoChenLab/SEDR	https://github.com/JinmiaoChenLab/SEDR	paper_analysis_code_candidate	S0365;S0428;S0444;S0449	10.1016/j.xgen.2024.100565;10.1093/bioinformatics/btae663;10.1186/s12864-024-10469-x;10.1186/s13059-024-03361-0	Complete spatially resolved gene expression is not necessary for identifying spatial domains.; A signal-diffusion-based unsupervised contrastive representation learning for spatial transcriptomics analysis.; HyperGCN: an effective deep representation learning framework for the integrative analysis of spatial transcriptomics data.; Benchmarking clustering, alignment, and integration methods for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		SEDR/clustering_func.py | docs/Tutorial1_Clustering.ipynb | docs/Tutorial4_Stereo-seq.ipynb
Coolgenome/iTALK	https://github.com/Coolgenome/iTALK	paper_analysis_code_candidate	S0008	10.1002/advs.202509733	Globotriaosylceramide Gb3 Influences Wound Healing and Scar Formation by Orchestrating Fibroblast Heterogeneity.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		R/DEG.R | R/LRPlot.R | R/TimePlot.R
VingronLab/CAbiNet_paper	https://github.com/VingronLab/CAbiNet_paper	paper_analysis_code_candidate	S0434	10.1093/nar/gkae480	CAbiNet: joint clustering and visualization of cells and genes for single-cell transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery		Benchmarking/algorithms/Seurat.R | Benchmarking/algorithms/biclustlib/clustering_error.R | Benchmarking/cluster_submit_real.sh | Benchmarking/cluster_submit_sim.sh | Benchmarking/data_scalability/cluster_submit-16t.sh | Benchmarking/data_scalability/cluster_submit.sh | Benchmarking/robustness/cluster_submit.sh | Preprocessing/submit_to_cluster_preprocessing.sh | Preprocessing/submit_to_cluster_preprocessing_simdata.sh | Results/Fig2_SFig3-pbmc-data.ipynb | Results/Fig3_SFig4-5_brain_organoids.ipynb | Results/Fig4-DmelSpatial-data.ipynb | Results/Fig5_SFig6-7_benchmarking.ipynb | Results/SFig1_SFig2_tabula_muris.ipynb | Results/SupplFigures.ipynb | Results/Suppl_Figure_8.ipynb
BGI-Intestines/Germ-free-mice	https://github.com/BGI-Intestines/Germ-free-mice	paper_analysis_code_candidate	S0011	10.1002/imt2.272	Cross-tissue multi-omics analyses reveal the gut microbiota's absence impacts organ morphology, immune homeostasis, bile acid and lipid metabolism.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Germ-free mice multiple organizations project	Analysis/Jupyter/DEG.ipynb | Analysis/Jupyter/immune_regulation_factor_ploting.ipynb | Analysis/Jupyter/step3_Cell2location_cluster.ipynb | Analysis/script/AnnotClusterPlot.R | Analysis/script/Integrate_Plot.R | Analysis/script/Integrate_Plot2.R | Analysis/script/subClustering.R | Figure1/Figure1.ipynb | Figure2/Figure2.ipynb | Figure3/Figure3.ipynb | Figure4/Figure4.ipynb | Figure5/Figure5.ipynb | Figure6/step8_Figure6.ipynb
wenwenmin/STMVGAE	https://github.com/wenwenmin/STMVGAE	analysis_or_method_code_candidate	S0361	10.1016/j.csbj.2024.11.041	Deep clustering representation of spatially resolved transcriptomics data using multi-view variational graph auto-encoders with consensus clustering.	stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Deep Clustering Representation for Spatially Resolved Transcriptomics Data via Multi-view Variational Graph Auto-Encoders with Consensus Clustering	consensus_clustering.py | data/DLPFC/151672/spatial/add.ipynb
yzf072/spaTrack	https://github.com/yzf072/spaTrack	paper_analysis_code_candidate	S0069;S0140	10.1016/j.xcrm.2023.101231;10.1097/hc9.0000000000000662	Cancer-associated fibroblasts undergoing neoadjuvant chemotherapy suppress rectal cancer revealed by single-cell and spatial transcriptomics.; Integrative single-cell and spatial transcriptome analysis reveals heterogeneity of human liver progenitor cells.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	An optimal transport-based algorithm for inferring cell trajectories of spatial transcriptomics.	spaTrack/multiple_time/visual.py | spaTrack/single_time/start_cluster.py | spaTrack/single_time/velocity.py
vertesy/Seurat.multicore	https://github.com/vertesy/Seurat.multicore	paper_analysis_code_candidate	S0085	10.1038/s41467-023-42658-9	Dbh+ catecholaminergic cardiomyocytes contribute to the structure and function of the cardiac conduction system in murine heart.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery	Multicore and utility functions for Seurat 2 & 3, using doMC / foreach packages.	00.Load.Seurat3.Multicore.LOCAL.R | 00.Load.Seurat3.Multicore.WEB.R | Functions/Seurat.Functions.other.R | Functions/Seurat2.Multicore.Functions.R | Functions/Seurat3.Multicore.Generic.Functions.R | Functions/Seurat3.Multicore.Read.Write.R | Functions/deprecated/OLD.Seurat.Functions.R | Functions/deprecated/Seurat3.Functions copy.R | Functions/deprecated/Seurat3.plotting.Functions.R | Seurat.Multicore.Examples.R
kuanglab/GraphTucker	https://github.com/kuanglab/GraphTucker	paper_analysis_code_candidate	S0425	10.1093/bioinformatics/btae245	Deciphering high-order structures in spatial transcriptomes with graph-guided Tucker decomposition.	stereo-seq-developmental-trajectory;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery	Graph-regularized Tucker tensor decomposition 	analysis/spatial_component_analysis.m | analysis/spatial_component_clustering.m | analysis/visualize_GraphTucker_spatial_components.m | baseline_clustering/.ipynb_checkpoints/NSFH_clustering-checkpoint.ipynb | baseline_clustering/FIST_clustering.m | baseline_clustering/NMF_clustering.m | baseline_clustering/NSFH_clustering.ipynb | baseline_clustering/NSFH_clustering_vis.m | baseline_clustering/RNMTF_clustering.m
HiDiHlabs/sainsc-study	https://github.com/HiDiHlabs/sainsc‐study	paper_analysis_code_candidate	S0352	10.1002/smtd.202401123	Sainsc: A Computational Tool for Segmentation-Free Analysis of In Situ Capture Data.	stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-cellbin-segmentation		2_0-StereoSeq_Embryo_HVG_SVG.ipynb | 2_1-StereoSeq_Embryo_supervised.ipynb | 2_1-StereoSeq_Embryo_unsupervised.ipynb | 2_2-StereoSeq_Embryo_plotting.ipynb | 3_0-StereoSeq_Brain_segmentation_based_signatures.ipynb | 3_2-StereoSeq_Brain_cortex.ipynb | 3_3-StereoSeq_Brain_BAM_analysis.ipynb | 4_0-Xenium_segmentation.ipynb | julia/StereoSeq_Brain_jl.ipynb
deepomicslab/STAGUE	https://github.com/deepomicslab/STAGUE	analysis_or_method_code_candidate	S0345;S0455	10.1002/advs.202403572;10.1186/s13059-025-03637-z	Spatially Informed Graph Structure Learning Extracts Insights from Spatial Transcriptomics.; spaMGCN: a graph convolutional network with autoencoder for spatial domain identification using multi-scale adaptation.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		Visualization.ipynb | benchmark_script/stereo-seq.sh
yiwen-yang/MCGAE	https://github.com/yiwen-yang/MCGAE	paper_analysis_code_candidate	S0419	10.1093/bib/bbae608	MCGAE: unraveling tumor invasion through integrated multimodal spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		Analysis/Colon1/Colorectal_Cancer1_Seurat.R | Analysis/DLPFC/Seurat.R | Analysis/HBC/HumanBreastCancer_Seurat.R | Analysis/Liver1/Liver1_Seurat.R | Analysis/Mouse_Olfactory/MouseOlfactory_Seurat.R | Analysis/Mouse_Olfactory/plot_for_R method_MO.py | Analysis/STARmap/STARmap_Seurat.R | Analysis/TImerecord/ForHBC_Timerecorder_Seurat.R
zenglab-pku/SPATCH	https://github.com/zenglab-pku/SPATCH	paper_analysis_code_candidate	S0098	10.1038/s41467-025-64292-3	Systematic benchmarking of high-throughput subcellular spatial transcriptomics platforms across human tumors.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery	SPAtial Transcriptomics resource for subCellular and High-throughput platforms	analysis/10_spatial_cluster.py | analysis/7_cluster.py | analysis/9_st_annotation.py | analysis/9_st_annotation_consistency.r
cuhklinlab/SGCAST	https://github.com/cuhklinlab/SGCAST	paper_analysis_code_candidate	S0410	10.1093/bib/bbad490	SGCAST: symmetric graph convolutional auto-encoder for scalable and accurate study of spatial transcriptomics.	stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		DLPFC_clustering.ipynb | SGCAST-main/Config.py | SGCAST-main/SGCAST_clustering.py | SGCAST_exp/Config_exp.py | SGCAST_exp/SGCAST_clustering_exp.py | SGCAST_spa/Config_spa.py | SGCAST_spa/SGCAST_clustering_spa.py | high-res_clustering.ipynb
hanyuefuqu8/ST_Ol_rhizome	https://github.com/hanyuefuqu8/ST_Ol_rhizome	paper_analysis_code_candidate	S0146	10.1111/pbi.14294	Spatiotemporal transcriptomic atlas of rhizome formation in Oryza longistaminata.	stereo-seq-3d-reconstruction;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		Seurat_SCTintegrate.R | Seurat_harmony.R | Seurat_merge.R | Seurat_reference.R | tiller_and_rhizome/Reversed_clusters/c4c5_gene_plot.sh | tiller_and_rhizome/Reversed_clusters/c4c5_marker.sh | tiller_and_rhizome/Reversed_clusters/diff_gene_plot.R | tiller_and_rhizome/Reversed_clusters/known_marker.R
Lei-group/Dbh_paper	https://github.com/Lei-group/Dbh_paper	analysis_or_method_code_candidate	S0085	10.1038/s41467-023-42658-9	Dbh+ catecholaminergic cardiomyocytes contribute to the structure and function of the cardiac conduction system in murine heart.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery	This includes code and data relevant to produce the figures shown in the Lei group paper 2023 NC.	Figures.R | MULTICORESEURAT.R
zhengli09/BASS-Analysis	https://github.com/zhengli09/BASS-Analysis ; https://github.com/zhengli09/BASS‐Analysis	paper_analysis_code_candidate	S0087;S0345;S0350;S0449	10.1038/s41467-023-44367-9;10.1002/advs.202403572;10.1002/imt2.70084;10.1186/s13059-024-03361-0	MENDER: fast and scalable tissue structure identification in spatial omics data.; Spatially Informed Graph Structure Learning Extracts Insights from Spatial Transcriptomics.; A comprehensive benchmarking for spatially resolved transcriptomics clustering methods across variable technologies, organs, and replicates.; Benchmarking clustering, alignment, and integration methods for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Tutorial of BASS and results reproduction	code/add_simu/nTypes_nDomains/plot.R | code/add_simu/nTypes_nDomains/simu_C.R | code/add_simu/nTypes_nDomains/simu_R.R | code/add_simu/nTypes_nDomains/simu_R_spaGCN.R | code/add_simu/rand_exclusion_genes/plot.R | code/add_simu/rare_cell_type/plot.R
bpucker/PBBtools	https://github.com/bpucker/PBBtools	paper_analysis_code_candidate	S0089	10.1038/s41467-024-53756-7	Tracing the evolutionary and genetic footprints of atmospheric tillandsioids transition from land to air.	stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	collection of mini tools for the BioinfToolServer	collection/alignment_input_mixer.py | collection/exp_plots.py | collection/extract_myb_domain.py | collection/get_DEGs_from_DESeq2_output.py | collection/heatmap_plotter.py | dotplotter/dotplotter.py | heatmapper/heatmap_plotter.py
shendurelab/MMCA	https://github.com/shendurelab/MMCA	paper_analysis_code_candidate	S0385	10.1038/s41586-023-06548-w	Single-cell, whole-embryo phenotyping of mammalian developmental disorders.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	The scripts used for performing data analysis in the MMCA project	Section_3_step2_UMAP_WT.R | Section_3_step3_PCA_sub_trajectory.R | Section_3_step4_WT_sub_trajectory.R | Section_3_step5_plot_sub_trajectory.R | Section_7_gsea.R | Section_7_subcluster_LimbMes.R
tju-zl/MuCoST	https://github.com/tju-zl/MuCoST	paper_analysis_code_candidate	S0415	10.1093/bib/bbae255	A multi-view graph contrastive learning framework for deciphering spatially resolved transcriptomics data.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		MuCoST/config.py | Notebooks/MuCoST-stereo-seq.ipynb | Notebooks/plot-batches.ipynb | Notebooks/plot-seed.ipynb | Notebooks/plot-temp.ipynb
brocklab/pycashier	https://github.com/brocklab/pycashier	method_tool_with_examples	S0039	10.1016/j.crmeth.2024.100763	Analysis of synthetic cellular barcodes in the genome and transcriptome with BARtab and bartools.	stereo-seq-3d-reconstruction;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	cash in on DNA barcode tags	src/pycashier/config.py | tests/test_config.py
C0nc/River	https://github.com/C0nc/River	paper_analysis_code_candidate	S0381	10.1038/s41467-025-61476-9	Prioritizing perturbation-responsive gene patterns using interpretable deep learning.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	A Python package for identification Differential Spatial Expression Pattern (DESP) gene by interpretable deep learning from multi-slice spatial omics data.	figure3.ipynb | figure4.ipynb | figure5.ipynb | figure6.ipynb | figure7.ipynb
wenwenmin/SpaDAMA	https://github.com/wenwenmin/SpaDAMA	paper_analysis_code_candidate	S0461	10.1371/journal.pcbi.1013354	Improving cell-type composition inference in spatial transcriptomics with SpaDAMA.	stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-cellbin-segmentation	[PLoS Computational Biology 2025] Domain-Adversarial Masked Autoencoder (SpaDAMA) for cell type deconvolution in spatial transcriptomics data	SpaDAMA_github/Baselines/Cell2location/main_code.py | SpaDAMA_github/Baselines/Spiont/spatial_simulation.py | SpaDAMA_github/Baselines/Stereoscope/main_code.py | SpaDAMA_github/Baselines/Tangram/main_code.py
xzhoulab/SRTsim	https://github.com/xzhoulab/SRTsim	paper_analysis_code_candidate	S0345	10.1002/advs.202403572	Spatially Informed Graph Structure Learning Extracts Insights from Spatial Transcriptomics.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		R/SRTcci.R | R/visualize_gene.R | R/visualize_metrics.R
single-cell-BGI/MBA	https://github.com/single-cell-BGI/MBA	paper_analysis_code_candidate	S0082	10.1038/s41467-022-34413-3	Spatially resolved gene regulatory and disease-related vulnerability map of the adult Macaque cortex.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Monkey brain atlas	3.Areal heterogeneity of excitatory neuron revealed by integrative single-cell analysis/3.1_rna_regionaldeg.R | 5.Spatial gene expression characterized by Stereo-seq/5.1_Stereo_unsupervised_clustering_AND_SPOTlight.R | 5.Spatial gene expression characterized by Stereo-seq/5.2_Gradient.subset.plot.R | 6.Dynamic single cell regulatory landscape of oligodendrocyte trajectory/6.1_pseudotime.S3.sh | 6.Dynamic single cell regulatory landscape of oligodendrocyte trajectory/6.2_Monocle_pseudotime.S3.sh
VingronLab/CAbiNet	https://github.com/VingronLab/CAbiNet	paper_analysis_code_candidate	S0434	10.1093/nar/gkae480	CAbiNet: joint clustering and visualization of cells and genes for single-cell transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery		R/clustering.R | R/plot.R | inst/python/umap.py
CPenglab/svgbit	https://github.com/CPenglab/svgbit	paper_analysis_code_candidate	S0366	10.1038/s41420-023-01569-w	The spatiotemporal dynamics of spatially variable genes in developing mouse brain revealed by a novel computational scheme.	stereo-seq-developmental-trajectory;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	SVGBit: Ranking and clustering spatially variable genes for marker gene exploration	svgbit/core/cluster.py | svgbit/core/plot.py | svgbit/plot.py
