repo	source_url	classification	linked_papers	paper_dois	paper_titles	skill_names	description	reusable_files
LieberInstitute/spatialDLPFC	https://github.com/LieberInstitute/spatialDLPFC	paper_analysis_code_candidate	S0395	10.1038/s41592-024-02463-8	Interpretable spatially aware dimension reduction of spatial transcriptomics with STAMP.	stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs;stereo-seq-cellbin-segmentation	spatialDLPFC project involving Visium (n = 30), Visium SPG (n = 4) and snRNA-seq (n = 19) samples	code/MFA/08_custom_heatmaps.R | code/MFA/08_custom_heatmaps.sh | code/VistoSeg/IF/clickPlot.m | code/VistoSeg/code/clickPlot.m | code/VistoSeg/code/refineSegmentation.m | code/VistoSeg/code/refineSegmentation.sh | code/analysis/01_build_spe/02_add_clusters.R | code/analysis/01_build_spe/03_add_deconvolution.R | code/analysis/01_build_spe/sfigu_harmony.R | code/analysis/01a_marker_genes/01_marker_genes.R | code/analysis/01a_marker_genes/01_marker_genes.sh | code/analysis/02_graph_based_clustering/01_graph_based_clustering.R | code/analysis/02_graph_based_clustering/01_graph_based_clustering.sh | code/analysis/03_BayesSpace/01_BayesSpace.R | code/analysis/03_BayesSpace/01_BayesSpace.sh | code/analysis/03_BayesSpace/01a_BayesSpace_k_16_28.sh | code/analysis/03_BayesSpace/02_cluster_check.R | code/analysis/03_BayesSpace/03_BayesSpace_big_plots.R | code/analysis/03_BayesSpace/03_BayesSpace_big_plots.sh | code/analysis/03_BayesSpace/04_BayesSpace_grid_plots.R
Teichlab/SpatialDE	https://github.com/Teichlab/SpatialDE	paper_analysis_code_candidate	S0365;S0448;S0464	10.1016/j.xgen.2024.100565;10.1186/s13059-023-03145-y;10.3390/cells12040604	Complete spatially resolved gene expression is not necessary for identifying spatial domains.; Evaluating spatially variable gene detection methods for spatial transcriptomics data.; SINFONIA: Scalable Identification of Spatially Variable Genes for Deciphering Spatial Domains.	stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Test genes for Spatial Variation	Analysis/BMDC Pseudotime/Antiviral analysis.ipynb | Analysis/BMDC Pseudotime/DE Analsysis.ipynb | Analysis/BreastCancer/Clustering analysis.ipynb | Analysis/BreastCancer/Spatial Shuffling.ipynb | Analysis/BreastCancer/spatial_BC_analysis.py | Analysis/Comparison/run_spatialde.py | Analysis/MERFISH/spatial_MERFISH_analysis.py | Analysis/MouseOB/Clustering analysis.ipynb | Analysis/MouseOB/Compare clustering and AEH.ipynb | Analysis/MouseOB/spatial_MOB_analysis.py | Analysis/SeqFISH/spatial_SeqFISH_analysis.py | Analysis/Theory/Example Spatial Patterns.ipynb | Python-module/SpatialDE/__init__.py | Python-module/SpatialDE/aeh.py | Python-module/SpatialDE/aha.py | Python-module/SpatialDE/anndata.py | Python-module/SpatialDE/base.py | Python-module/SpatialDE/plot.py | Python-module/SpatialDE/scripts/__init__.py | Python-module/SpatialDE/scripts/spatialde_cli.py
LieberInstitute/spatialLIBD	https://github.com/LieberInstitute/spatialLIBD	paper_analysis_code_candidate	S0359;S0400;S0467	10.1016/j.csbj.2023.11.055;10.1038/s42003-025-07965-5;10.46471/gigabyte.109	A comprehensive overview of graph neural network-based approaches to clustering for spatial transcriptomics.; Flexible integration of spatial and expression information for precise spot embedding via ZINB-based graph-enhanced autoencoder.; A novel variable neighborhood search approach for cell clustering for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Code for the spatialLIBD R/Bioconductor package and shiny app	R/annotate_registered_clusters.R | R/cluster_export.R | R/cluster_import.R | R/gene_set_enrichment_plot.R | R/geom_spatial.R | R/layer_boxplot.R | R/layer_stat_cor_plot.R | R/registration_block_cor.R | R/registration_model.R | R/registration_pseudobulk.R | R/registration_stats_anova.R | R/registration_stats_enrichment.R | R/registration_stats_pairwise.R | R/registration_wrapper.R | R/sort_clusters.R | R/spatialLIBD-package.R | data-raw/create_spatialDLPFC_spe_subset.R | inst/scripts/make-data_spatialLIBD.R | inst/scripts/make-metadata_LFF_spatial_ERC.R | inst/scripts/make-metadata_spatialDLPFC.R
JianYang-Lab/gsMap	https://github.com/JianYang-Lab/gsMap	paper_analysis_code_candidate	S0106	10.1038/s41586-025-08757-x	Spatially resolved mapping of cells associated with human complex traits.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Integrating GWAS and spatial transcriptomics for spatially resolved mapping of cells associated with human complex traits.	src/gsMap/config.py | src/gsMap/spatial_ldsc_multiple_sumstats.py | src/gsMap/utils/manhattan_plot.py | src/gsMap/visualize.py | visualization_web_docs/source/conf.py
QuKunLab/SpatialBenchmarking	https://github.com/QuKunLab/SpatialBenchmarking	paper_analysis_code_candidate	S0084;S0371;S0461	10.1038/s41467-023-36796-3;10.1038/s41467-023-43220-3;10.1371/journal.pcbi.1013354	Spatially informed clustering, integration, and deconvolution of spatial transcriptomics with GraphST.; SPACEL: deep learning-based characterization of spatial transcriptome architectures.; Improving cell-type composition inference in spatial transcriptomics with SpaDAMA.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		BLAST_CelltypeDeconvolution.ipynb | Benchmarking/.ipynb_checkpoints/DeconvolutionSpot-checkpoint.py | Benchmarking/DeconvolutionSpot.py | Benchmarking/SpatialGenes.py | Codes/Deconvolution/Cell2location_pipeline.py | Codes/Deconvolution/DestVI_pipeline.py | Codes/Deconvolution/RCTD_pipeline.r | Codes/Deconvolution/SPOTlight_pipeline.r | Codes/Deconvolution/STRIDE_pipeline.sh | Codes/Deconvolution/Seurat_pipeline.r | Codes/Deconvolution/SpatialDWLS_pipeline.r | Codes/Deconvolution/Stereoscope_pipeline.py | Codes/Deconvolution/Tangram_pipeline.py | Codes/Impute/Seurat.r | Config.env.sh | FigureData/Figure2/RCodes/LIGER.r | FigureData/Figure2/RCodes/Seurat.r
wu-yc/scMetabolism	https://github.com/wu-yc/scMetabolism	method_tool_with_examples	S0053;S0071	10.1016/j.isci.2024.108941;10.1016/j.xcrm.2025.102140	Effects of flora deficiency on the structure and function of the large intestine.; Targeting mitochondrial complex I of CD177+ neutrophils alleviates lung ischemia-reperfusion injury.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Quantifying metabolism activity at the single-cell resolution	R/compute_metabolism_Seurat.R | R/visualize_metabolism.R
CSOgroup/cellcharter	https://github.com/CSOgroup/cellcharter	paper_analysis_code_candidate	S0378	10.1038/s41467-024-55204-y	Cooperative integration of spatially resolved multi-omics data with COSMOS.	stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	A Python package for the identification, characterization and comparison of spatial clusters from spatial -omics data.	tests/plotting/test_group.py | tests/plotting/test_plot_nhood.py | tests/plotting/test_plot_stability.py | tests/plotting/test_shape.py
daviddaiweizhang/istar	https://github.com/daviddaiweizhang/istar	paper_analysis_code_candidate	S0382	10.1038/s41467-025-62593-1	Thor: a platform for cell-level investigation of spatial transcriptomics and histology.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon;stereo-seq-spatial-programs		cluster.py | hipt_heatmap_utils.py | marker_score.py | plot_imputed.py | plot_spots.py | visual.py
andrewcharlesjones/spatial-alignment	https://github.com/andrewcharlesjones/spatial-alignment	paper_analysis_code_candidate	S0449	10.1186/s13059-024-03361-0	Benchmarking clustering, alignment, and integration methods for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery	Alignment of spatial genomics data using deep Gaussian processes	experiments/expression/codex/codex_alignment.py | experiments/expression/macosko_alignment/two_slice_alignment.py | experiments/expression/slideseq/plot_prediction_results.py | experiments/expression/slideseq/plot_slideseq_alignment.py | experiments/expression/slideseq/plot_slideseq_deformation_field.py | experiments/expression/slideseq/slideseq_alignment.py | experiments/expression/slideseq/slideseq_plot_spatially_variable_genes.py | experiments/expression/st/plot_gsea_results.py | experiments/expression/st/plot_st_alignment_3d.py | experiments/expression/st/plot_st_alignment_multiple_types.py | experiments/expression/st/plot_synthetic_warp_numgenes_results.py | experiments/expression/st/st_alignment.py | experiments/expression/st/st_alignment_3d.py | experiments/expression/st/st_alignment_3d_round2.py | experiments/expression/st/st_alignment_synthetic_warp.py | experiments/expression/st/st_alignment_synthetic_warp_multiple_types.py | experiments/expression/st/st_alignment_synthetic_warp_numgenes.py | experiments/expression/st/st_genevariance_gsea.R | experiments/expression/visium/moransi_post_alignment.py | experiments/expression/visium/plot_alignment.py
PaulingLiu/ROGUE	https://github.com/PaulingLiu/ROGUE	method_tool_with_examples	S0426	10.1093/bioinformatics/btae466	Single-cell and spatial multiomic inference of gene regulatory networks using SCRIPro.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon;stereo-seq-spatial-programs	Assessing the purity of single cell population	scripts/Clustering.evaluation.Rmd | scripts/Cross.validation.visualization.R
prabhakarlab/Banksy	https://github.com/prabhakarlab/Banksy	paper_analysis_code_candidate	S0449	10.1186/s13059-024-03361-0	Benchmarking clustering, alignment, and integration methods for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery	BANKSY: spatial clustering	R/cluster.R | tests/testthat/test-cluster.R | vignettes/domain-segment.Rmd
wenwenmin/SpaCross	https://github.com/wenwenmin/SpaCross	paper_analysis_code_candidate	S0403	10.1038/s42003-025-08810-5	SpaCross deciphers spatial structures and corrects batch effects in multi-slice spatially resolved transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	[Communications Biology 2025 (under Nature Portfolio)] SpaCross is a comprehensive analytical framework designed for spatial transcriptomics data, aiming to enhance the accuracy of spatial pattern recognition and cross-slice consistency.	Benchmark/DiffusionST-main/visual.py | Benchmark/DiffusionST-main/visual_high.py | Benchmark/SEDR-master/SEDR/clustering_func.py | Benchmark/SEDR-master/docs/Tutorial1_Clustering.ipynb | Benchmark/SPACEL-main/SPACEL/Scube/alignment.py | Benchmark/SPACEL-main/SPACEL/Scube/plot.py | Benchmark/SPACEL-main/SPACEL/Scube/utils_3d.py | Benchmark/SPACEL-main/SPACEL/Spoint/spatial_simulation.py | Benchmark/SPIRAL-main/Process/Spatial_Net.py | Benchmark/SPIRAL-main/spiral/CoordAlignment.py | Benchmark/STAligner-master/STAligner/STALIGNER.py | Benchmark/STAligner-master/STAligner/ST_utils.py | Benchmark/STAligner-master/STAligner/__init__.py | Benchmark/STAligner-master/STAligner/gat_conv.py | Benchmark/STAligner-master/STAligner/mnn_utils.py | Benchmark/STAligner-master/STAligner/train_STAligner.py | Benchmark/STAligner-master/Tutorials/Tutorial_DLPFC_12S.ipynb | Benchmark/STAligner-master/Tutorials/Tutorial_embryo.ipynb | Benchmark/STAligner-master/__init__.py | Benchmark/STAligner-master/setup.py
SunXQlab/PearlST-Code	https://github.com/SunXQlab/PearlST-Code	paper_analysis_code_candidate	S0465	10.34133/research.0390	Dissecting Spatiotemporal Structures in Spatial Transcriptomics via Diffusion-Based Adversarial Learning.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery	The source code of PearlST for reproducing analysis results in the paper	Fig. 2/Fig. 2 DLPFC 151671 low-dimensional visualizations and pSMs.py | Fig. 2/Fig.2 DLPFC 151671 plot.py | Fig. 3/Fig. 3 STARmap plot.py | Fig. 4/Fig. 4 Stereoseq mouse embyro plot.py | Fig. 4/Fig. 4 Stereoseq mouse olfactory bulb tissue plot  .py | Fig. 5/Fig. 5 Slide-seqV2 mouse hippacompus plot .py | Fig. 5/Fig. 5 Slideseq-V2 mouse olfactory bulb plot.py | Fig. 6/Fig. 6 Human breast cancer plot.py | Supplementary Fig. S1/DLPFC 151507 plot.py | Supplementary Fig. S1/DLPFC 151508 plot.py | Supplementary Fig. S1/DLPFC 151509 plot.py | Supplementary Fig. S1/DLPFC 151510 plot.py | Supplementary Fig. S10, S11/Fig. S10 S11 plot.py | Supplementary Fig. S12, S13/CCI circle plot.R | Supplementary Fig. S12, S13/Fig. S12 plot.py | Supplementary Fig. S12, S13/Fig. S13.R | Supplementary Fig. S2/DLPFC 1511672 plot.py | Supplementary Fig. S2/DLPFC 151669 plot.py | Supplementary Fig. S2/DLPFC 151670 plot.py | Supplementary Fig. S3/plot domains_151673.py
raphael-group/paste	https://github.com/raphael-group/paste	method_tool_with_examples	S0449	10.1186/s13059-024-03361-0	Benchmarking clustering, alignment, and integration methods for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery	Probabilistic Alignment of Spatial Transcriptomics Experiments	build/lib/paste/visualization.py | src/paste/visualization.py
NeuroanatomyAndConnectivity/gradient_analysis	https://github.com/NeuroanatomyAndConnectivity/gradient_analysis	paper_analysis_code_candidate	S0097	10.1038/s41467-025-62793-9	Charting the spatial transcriptome of the human cerebral cortex at single-cell resolution.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		03_visualize_embeddings.ipynb | 04_visualize_distance.ipynb | 04_visualize_networks.ipynb | 06_supplementary_analysis_and_figures.ipynb
tractatus/wholebrain	https://github.com/tractatus/wholebrain	method_tool_with_examples	S0083	10.1038/s41467-022-35288-0	Spatial-ID: a cell typing method for spatially resolved transcriptomics via transfer learning and spatial embedding.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-cellbin-segmentation	R package for segmentation, registration and generating web-based brain atlases from microscope images	R/plotting.R | R/registration.R
ZJUFanLab/scSpace	https://github.com/ZJUFanLab/scSpace	paper_analysis_code_candidate	S0345	10.1002/advs.202403572	Spatially Informed Graph Structure Learning Extracts Insights from Spatial Transcriptomics.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	an integrative algorithm to distinguish spatially variable cell subclusters by reconstructing cells onto a pseudo space with spatial transcriptome references	AnalysisPaper/figures/figure1.Rmd | AnalysisPaper/figures/figure2.Rmd | AnalysisPaper/figures/figure3.Rmd | AnalysisPaper/figures/figure4.Rmd | AnalysisPaper/figures/figure5.Rmd | AnalysisPaper/figures/figure6.Rmd | AnalysisPaper/scripts/figure1/BayesSpace_DRSC_simulation.R | AnalysisPaper/scripts/figure1/SpaGCN_STAGATE_simulation.ipynb | AnalysisPaper/scripts/figure1/scCoGAPS_simulation.ipynb | AnalysisPaper/scripts/figure1/scSpace_simulation.ipynb | AnalysisPaper/scripts/figure2/DLPFC_aggregate.R | AnalysisPaper/scripts/figure2/DLPFC_validate.ipynb | AnalysisPaper/scripts/figure2/STARmap.ipynb | AnalysisPaper/scripts/figure3/human_heart.ipynb | AnalysisPaper/scripts/figure3/human_heart_spatial_informed_clustering.R | AnalysisPaper/scripts/figure4/hodge.ipynb | AnalysisPaper/scripts/figure5/melanoma.ipynb | AnalysisPaper/scripts/figure5/melanoma_validation.ipynb | AnalysisPaper/scripts/figure6/COVID19.ipynb | AnalysisPaper/scripts/figure6/MDM_spatial_informed_clustering.R
almaan/her2st	https://github.com/almaan/her2st	paper_analysis_code_candidate	S0449	10.1186/s13059-024-03361-0	Benchmarking clustering, alignment, and integration methods for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery	Her2 Breast Cancer Project	scripts/Seurat_analysis_HER2_BC_samples.Rmd | scripts/corrplot.R | scripts/rank-plot.py | scripts/visual.py
romain-lopez/DestVI-reproducibility	https://github.com/romain-lopez/DestVI-reproducibility	paper_analysis_code_candidate	S0461	10.1371/journal.pcbi.1013354	Improving cell-type composition inference in spatial transcriptomics with SpaDAMA.	stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery	Reproducing the experiments of the DestVI paper	lymph_node/deconvolution/DestVI-LN.ipynb | lymph_node/deconvolution/utils.py | lymph_node/nova/Step1: annotation nova-seq run with totalVI data.ipynb | lymph_node/nova/Step2: annotation curation and filtering for our nova data.ipynb | lymph_node/nova/Step3: further clustering.ipynb | lymph_node/spatial/Step 4:joint_analysis.ipynb | simulations/run_RCTD.R | simulations/run_Seurat.R | simulations/run_algo_follow_up.sh | simulations/run_algo_simulations.sh | simulations/run_cell2location.py | simulations/run_stereoscope.py | simulations/spatial_prior/destvi_spatial/__init__.py | simulations/spatial_prior/destvi_spatial/_model.py | simulations/spatial_prior/destvi_spatial/_module.py | simulations/spatial_prior/spatial_prior.ipynb | tumor/deconvolution/DestVI-Tumor.ipynb | tumor/spatial/step2:spatial-preprocessing.ipynb
guott15/SPIRAL	https://github.com/guott15/SPIRAL	paper_analysis_code_candidate	S0449	10.1186/s13059-024-03361-0	Benchmarking clustering, alignment, and integration methods for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery		Comparison/STAligner_cases/Tutorial_Cross_Platforms.ipynb | Comparison/STAligner_cases/Tutorial_DLPFC.ipynb | Comparison/STAligner_cases/coronal_mouse_brain.ipynb | Comparison/STAligner_cases/mouse_ob.ipynb | Comparison/STAligner_cases/saggital_mouse_brain.ipynb | Comparison/STAligner_cases/simulate.ipynb | Demo/seurat/DLPFC_domain_identifiction.ipynb | Demo/seurat/Mouse_OB_domain_identifiction.ipynb | Demo/seurat/Mouse_brain_coronal_domain_identifiction.ipynb | Demo/seurat/Mouse_brain_saggital_domain_identifiction.ipynb | Demo/seurat_clustering.ipynb | Downstream/Downstream_Analysis_seurat.ipynb | Downstream/PAGA_pseudotime.ipynb | Downstream/metrics_spatial_coherence.ipynb | Downstream/multiple_sample_clustering.ipynb | Process/Coronal_annotation.ipynb | Process/Spatial_Net.py | Process/sagittal_annotation.ipynb | spiral/CoordAlignment.py
JinmiaoChenLab/SpatialGlue	https://github.com/JinmiaoChenLab/SpatialGlue	paper_analysis_code_candidate	S0114;S0378	10.1038/s41592-024-02316-4;10.1038/s41467-024-55204-y	Deciphering spatial domains from spatial multi-omics with SpatialGlue.; Cooperative integration of spatially resolved multi-omics data with COSMOS.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	SpatialGlue is a novel deep learning methods for spatial multi-omics data integration.	SpatialGlue/SpatialGlue_pyG.py | SpatialGlue/model.py | SpatialGlue/preprocess.py | SpatialGlue/utils.py
PMBio/SpatialDE	https://github.com/PMBio/SpatialDE	paper_analysis_code_candidate	S0365	10.1016/j.xgen.2024.100565	Complete spatially resolved gene expression is not necessary for identifying spatial domains.	stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery	Test genes for Spatial Variation	SpatialDE/__init__.py | SpatialDE/_internal/__init__.py | SpatialDE/_internal/distance_cache.py | SpatialDE/_internal/gpflow_helpers.py | SpatialDE/_internal/kernels.py | SpatialDE/_internal/models.py | SpatialDE/_internal/optimizer.py | SpatialDE/_internal/score_test.py | SpatialDE/_internal/sm_kernel.py | SpatialDE/_internal/svca.py | SpatialDE/_internal/tf_dataset.py | SpatialDE/_internal/util.py | SpatialDE/_internal/util_mixture.py | SpatialDE/aeh.py | SpatialDE/de_test.py | SpatialDE/dp_hmrf.py | SpatialDE/gaussian_process.py | SpatialDE/io.py | SpatialDE/svca.py
shangll123/SpatialPCA	https://github.com/shangll123/SpatialPCA	paper_analysis_code_candidate	S0449	10.1186/s13059-024-03361-0	Benchmarking clustering, alignment, and integration methods for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery	Spatially aware dimension reduction for spatial transcriptomics.	R/SpatialPCA-package.R | R/SpatialPCA.R | R/SpatialPCA_EstimateLoading.R | R/SpatialPCA_SpatialPCs.R | R/SpatialPCA_buildKernel.R | R/SpatialPCA_highresolution.R | R/SpatialPCA_multiple_sample.R | R/SpatialPCA_utilties.R
MarioniLab/EmbryoTimecourse2018	https://github.com/MarioniLab/EmbryoTimecourse2018	paper_analysis_code_candidate	S0437	10.1101/gr.280532.125	Polyomino reconstructs spatial transcriptomic profiles with single-cell resolution via a region-allocation method.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Data and analysis scripts for our Embryo Timecourse paper.	analysis_scripts/atlas/7_define_clusters/cluster.Rmd | analysis_scripts/atlas/7_define_clusters/cluster_merging.ipynb | analysis_scripts/atlas/endoderm/umap.py | analysis_scripts/atlas/vis/umap/umap.Rmd | analysis_scripts/atlas/vis/umap/umap.py
TencentAILabHealthcare/spatialID	https://github.com/TencentAILabHealthcare/spatialID	analysis_or_method_code_candidate	S0040;S0083	10.1016/j.crmeth.2025.101205;10.1038/s41467-022-35288-0	stTransfer enables transfer of single-cell annotations to spatial transcriptomics with single-cell resolution.; Spatial-ID: a cell typing method for spatially resolved transcriptomics via transfer learning and spatial embedding.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		cell_type_annotation_for_hyp3d.py | cell_type_annotation_for_merfish.py | cell_type_annotation_for_nanostring.py | cell_type_annotation_for_slideseq.py
ttgump/spaVAE	https://github.com/ttgump/spaVAE	analysis_or_method_code_candidate	S0378	10.1038/s41467-024-55204-y	Cooperative integration of spatially resolved multi-omics data with COSMOS.	stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Dependency-aware deep generative models for multitasking analysis of spatial genomics data	Tutorial/Mouse_olfactory_bulb_data/Mouse_olfactory_bulb_enhancing_spatial_resolution.ipynb | Tutorial/spatial_multiomics_data/spaMultiVAE_tutorial.ipynb | src/utilities/louvain_clustering.py
ZJUFanLab/SRTBenchmark	https://github.com/ZJUFanLab/SRTBenchmark	paper_analysis_code_candidate	S0350	10.1002/imt2.70084	A comprehensive benchmarking for spatially resolved transcriptomics clustering methods across variable technologies, organs, and replicates.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery	Benchmarking spatial clustering methods for spatial resolved transcriptomics	Methods/BayesSpace_Sample.R | Methods/BayesSpace_Sample_Optimized.R | Methods/SpatialMGCN_Sample.py | Methods/SpatialMGCN_Sample_Optimized.py | fig1/FIgure1.ipynb | fig2/Figure2_plot.ipynb | fig3/Figure3_plot.ipynb | fig4/Figure4_plot.ipynb | fig5/Figure5_plot.ipynb | script/FIgure1_plot.ipynb | script/Figure2_plot.ipynb | script/Figure3_plot.ipynb | script/Figure4_plot.ipynb | script/Figure5_plot.ipynb | simulations/script_scCube/sim1_spatial_continuity.ipynb | simulations/script_scCube/sim4_add_domain.ipynb
cs-wangbo/Spatial-MGCN	https://github.com/cs-wangbo/Spatial-MGCN	paper_analysis_code_candidate	S0359	10.1016/j.csbj.2023.11.055	A comprehensive overview of graph neural network-based approaches to clustering for spatial transcriptomics.	stereo-seq-cell-type-mapping;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		Spatial-MGCN/DLPFC_denoising.py | Spatial-MGCN/DLPFC_generate_data.py | Spatial-MGCN/DLPFC_test.py | Spatial-MGCN/HBC_generate_data.py | Spatial-MGCN/HBC_test.py | Spatial-MGCN/MOB_generate_data.py | Spatial-MGCN/MOB_test.py | Spatial-MGCN/__init__.py | Spatial-MGCN/config.py | Spatial-MGCN/layers.py | Spatial-MGCN/models.py | Spatial-MGCN/utils.py
JinmiaoChenLab/SEDR	https://github.com/JinmiaoChenLab/SEDR	paper_analysis_code_candidate	S0365;S0428;S0444;S0449	10.1016/j.xgen.2024.100565;10.1093/bioinformatics/btae663;10.1186/s12864-024-10469-x;10.1186/s13059-024-03361-0	Complete spatially resolved gene expression is not necessary for identifying spatial domains.; A signal-diffusion-based unsupervised contrastive representation learning for spatial transcriptomics analysis.; HyperGCN: an effective deep representation learning framework for the integrative analysis of spatial transcriptomics data.; Benchmarking clustering, alignment, and integration methods for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		SEDR/clustering_func.py | docs/Tutorial1_Clustering.ipynb | docs/Tutorial4_Stereo-seq.ipynb
Coolgenome/iTALK	https://github.com/Coolgenome/iTALK	paper_analysis_code_candidate	S0008	10.1002/advs.202509733	Globotriaosylceramide Gb3 Influences Wound Healing and Scar Formation by Orchestrating Fibroblast Heterogeneity.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		R/DEG.R | R/LRPlot.R | R/TimePlot.R
